,Location,Reviews,sentiment,confidence
26,Scotland,exceptionally poor customer service would strongly advise anyone seek positive outcome customer satisfaction look elsewhere loyal customer bt last months pay direct debts time enjoy service make short term transition another property one duration go months end period service go cease make clear bt hit unexpected charge move make clear bt transition go months lie loyal customer make loyal customer aware line rental charge company supposedly put customers first one core value start realise bt advertise trustpilot score experience never recommend bt bts products friends family recommend anyone read seek alternative supplier products,NEGATIVE,0.9998981952667236
27,UK,absolute worst broadband installation days overdue week delay account setup installation time get update call unfortunate kind customer service person explain plan next week never recommend anyone else truly awful experience make work home move house absolute nightmare,NEGATIVE,0.999993085861206
28,ABINGDON,far worst service receive broadband tv box provider tv box hub arrive week later start date modify start date promise big sport package include hd channel call time say problem fix guy talk talk third time get talk someone know talk also problem tv change well see hd channel ask upgrade subscription talk bt specialist agree hd assign would pay extra money get decide cancel luckily enough still within days free cancelation want know bt ever sales guy promise package certain price scam honestly know service get worst,NEGATIVE,0.999981164932251
29,London,absolutely shock reliability worst broadband connection ever move community fiber,NEGATIVE,0.9999277591705322
30,St Albans,texted bt house phone internet get automate message say hrs fix hrs later engineer attend fix fault street machinery everything work perfectly speak find brilliant service,NEGATIVE,0.9604560732841492
31,london,stick bt good part years almost although speed decent enough package termination contract result worst possible ruckus long story short chat team know thing terminate contract lack communication various section waste mornings weeks distance apart get someone place return order router account cancel request date do find month still result regular customer pay bill regularlyterrified set account ever,NEGATIVE,0.9999117851257324
32,scotland,normally leave bad company star completely abysmal rat star would generous consider actually get bt get first bt router years back sign year since promise good connection nope could even connect stuff simple video online meet phone ask engineer engineer come engineer promise high speed set us onto fastest connection possible look back almost fell chair laugh false nothing improve charge us anyways without reason explanation nothing improve naturally call get set new internet bite better much mention zero point reach support team since useful rock keep endless loop passiveaggressive humanly possible horrible company,NEGATIVE,0.9999868869781494
33,London,bt boardband unstable bad customer service expect customers work around bt engineer schedule customers bt seem think customers take time work engineer understand bt engineer service weekend even fault team joke customer service tell fault wifi days tell talk one keep interrupt talk shock bad service fault team bt management need better provide basic infrastructure uk public,NEGATIVE,0.9998654127120972
34,Liverpool,worst broadband contract live luton okish liverpool pure weekend work week max mbs useless think make claim give say contract get waste money,NEGATIVE,0.9999821186065674
35,Somerset,absolutely awful pay full fibre yes hub fluctuate poor wifi literally often less mb hubs endless call bt bring home hub work different make draytec absolutely fine stable reliable give take wifi short want full fibre expect pay hubrouter perform really really shock bad bt hub,NEGATIVE,0.9999200105667114
36,Kirkcaldy,broadband reliably slow virgin x faster area,NEGATIVE,0.8858670592308044
37,Oxfordshire,absolutely disgust concept customer service missold product suppose provide us internet engineer could come apparently could provide service connect complete waste time people misfortune deal unpleasant argumentative generally unhelpful waste hour half afternoon basically resolution everyone busy blame communication poor aggressive overall experience make severely regret choose go bt,NEGATIVE,0.9999876022338867
38,Essex,really know say high expectations bt quickly shatter speed decent normally mbs plug ethernet however ping latency shock bounce make online game extremely frustrate basically unplayable time kick game randomly major lag certain apps simply work console mobile game phone signal non existent connect wifi call call often drop ironically happen multiple time phone bt send multiple external devices do nothing engineer come wrong information begin explain problem response train latency help proceed call bt call centre go options already multiple time incredibly poor frustrate service wait leave never come back shame bt read review honestly believe bad service actually across country,NEGATIVE,0.999862551689148
39,Livingston,worst company eveeeeeer problems months instalation later charge extend end contract date without reason call finish tell nothing need send back router month half receive email say send back get charge move already another city bad costumer service internet work slow never,NEGATIVE,0.9996911287307739
40,Bishop auckland,unhappy bt donot understand single word move othe place house flat call change bt stuff leave flat downstairs fish shop stupid people do shift broadband fish shop fish shop business account stop worse year old kid really unhappy worst day life choose broadband never ever come broadband also tell stupidness others well never tell anyone broadband stupid stafff bt fish get big losss,NEGATIVE,0.9999874830245972
41,Great Missenden,completely unacceptable wait three weeks broadband instal th september one turn call bt min past schedule time say one turn wait another two weeks next available appointment technician say come address tell resident aware installation leave call min appointment obviously get lose go wrong address could bother find right one suffer incompetence bt care customers absolutely disgraceful,NEGATIVE,0.9999513626098633
42,Belfast,warn seek level service engage bt today receive message bt state installation date delay days biggest deal world would fact place order get feel actually aim drag full six months wear badge honour spend hours hold bill monthly service receive complaints close without rhyme reason communication network set single point contact promise promise make full knowledge act good faith,NEGATIVE,0.8944159150123596
44,Edinburgh,abysmal customer service ever experience sign broadband wifi abruptly cut weeks contact bt customer service try get explanation tell us account declare void computer error instead help us shunt us different customer service departments offer solutions tell time manager would contact us within hours time ignore bt tell us recreate account reinstall wifi refuse move appointments mean wait weeks engineer come key worker work primarily children barriers learn adversely affect covid partner study phd day day live significantly disrupt bts solution tell us contact another wifi provider get dongle assure us would rereimburse us far hear nothing summation pocket wifi date,NEGATIVE,0.9999444484710693
46,Brownhills,possibly nope definitely worst company manage get customer service speak like piece rubbish internet rubbish one call house phone internet go virgin street would happy pay extra go would recommend bt one total waste time,NEGATIVE,0.9999954700469971
47,Liverpool,never get equipment order freeze end stay virgin tell order freeze,NEGATIVE,0.9785081148147583
48,Glos,fool speed guarantee bt mbps full fibre home max get around mbps vary low mpbs frequently raise multiple time bt say guarantee speed house hubs pump guarantee far spend hours phone support even longer hold th hub issue send discs issue engineer come confirm issue could fix say need sitf engineer check wifi issue openreach engineer also confirm problem could fix suggest get new hub latest firmware call order new hub deliver problem book mot check original engineer come say thing could fix need sitf engineer ps live detach new build house wall paper thin nothing around would significant wifi interference get speed anywhere near offer upon purchase feel package miss sell,NEGATIVE,0.9679436087608337
49,FAREHAM,completely hopeless everything give spend hours phone days try spend money,NEGATIVE,0.9999698400497437
50,Sheffield,first bad review actively give besides odd verbal comment years customer service situation leave bt customer disgust two nights ago around pm receive email state wifi would shut account close minutes later wifi call next day find happen would never miss payment package deal ee inform would pay charge installation month prior confuse would never installation landline work years howve look back find email charge pay extra charge tell could wifi back tell account close anyway ask return hub want continue service might give expensive plan tell want cancel would pay cancellation charge remainder contract months try explain want cancel contract cancel want keep work tell call back tomorrow afternoon sometime around pm speak sales team conversation next day turn positive one customer service person say start new contract exactly old one run straight away wait minutes confirmation email everything email inform charge another connection charge delivery new hub would arrive days someone work home business function without use internet still charge account never miss payment still original hub plug flash purple leave feel utterly defeat unable earn live first negative review ever leave take mighty difficult situation apologies waffle company horrendous anyone read would better sign three,NEGATIVE,0.9998511075973511
51,Folkestone,reliable give refund past broadband work yet fail today way get access could last least days terrible customer service go another provider moment get contract,POSITIVE,0.8450921773910522
52,Bradford,wait engineer nobody turn rebooked appointment happen still get internet say nothing book,NEGATIVE,0.999244213104248
53,London,terrible costumer service waste h set contract misspell address ask redo h set new contract change simple detail get wrong ridiculous,NEGATIVE,0.9999738931655884
54,Birmingham,waste time get near speed pay customer service awful put simply bother,NEGATIVE,0.9997135996818542
55,Datchet,absolutely irresponsible service engineer turn date give call bt customer service clue contact open reach date give weeks order delay set dateseven wait weeks nothing do another weeks time mean weeks installation communication call millions time understand happen call person come differ information basically feed long wait move virgin give week time set let us see virgin,NEGATIVE,0.9998039603233337
56,Preston,wait month refund bill refund ring multiple time week chase get full refund tell today would receive check next days quick enough take tho cancel within first week coz engineer could bother fit router live room leave wire floor year old puppy nothing hard work would advise anybody use bt,NEGATIVE,0.9987226128578186
57,Cleveleys,absolutely vile go await weeks get first appointment last week engineer could bother come get tell book yesterday change today find engineer bother come text say review book couple weeks time live area service need internet make fail promise us stick agreements make think owner actually disable something wrong lie scumbags want money provide service get better chance gangbang hottest pornstars follow promise ugly little turds,NEGATIVE,0.9999908208847046
58,Tunstall,overall satisfy broadband speed reliability give rat customer service almost non existent year never issue since june year make complaint bt give nothing way customer service keep use excuse pandemic excuse keep contact loyal customers poor,POSITIVE,0.7611367702484131
59,Aberdeen,worst customer service ever phone mins hang act like fault phone absolutely awful company overcharge rubbish service make pay wifi,NEGATIVE,0.999962329864502
60,Uckfield,wait one month come install wait put appointment days later without tell two month since order order another broadbandworst customer service,NEGATIVE,0.9844937324523926
61,NEWCASTLE,years ago bt internet really bad never good become awful get less mb months sometimes internet complain numerous time bt lie ignore tell sort internet would leave arrange bt engineer call house wait day never come stay work visit ring bt complain tell appointment even book furious would enough lie poor service leave bt subscribe internet elsewhere ask owe bt money say fact owe p leave year line get letter debt collector say represent bt debt incur apparently leave bt slap fine leave contract yet break contract supply service outrage finally pay debt go county court never outstanding debts life filthy dirty company bt make someone debt collector back black mark credit report disgust appal pay plus court cost avoid,NEGATIVE,0.9999544620513916
62,Paisley,shamble tech support chat support false promise new hub delivery time cost money almost strategy make exist company lose trust,NEGATIVE,0.9995535016059875
63,Solihull,worst wifi ever dosent even work properly cut every minutes could rate star wouldjust every company buy supply dosent mean good company sort wifi switch sky cheaper use bt definatley worth swap wifi signal never bad ever buy boosters anything either waste money,NEGATIVE,0.9999936819076538
64,Scotland,deal bt frustrate futile experience start finish two months sign ultrafast fibre premise fttp service cancel contract bt utterly fail install service blame openreach say go replace telegraph pole exist telegraph pole allege unsafe engineer climb first give guarantee would do within two weeks original installation date give series date work do nothing ever happen date ask speak bt manager refuse make complaint nothing do ask speak directly openreach refuse bt never get touch explain go point phone repeatedly every piece information bt give incorrect become clear openreach intention replace telegraph pole even bt continue advertise fttp available area despite know instal due openreach engineer refuse climb old telegraph pole openreach intention anything keep extend expensive older broadband throughout period apology compensation offer bt miserable experience dreadful company,NEGATIVE,0.9999672174453735
65,liverpool uk,raise complaint regard two days wait delivery bt st day receive email phone deliver live story flat face front sign dpd van receive email tell miss know driver send photo bungalow story flat today delivery today show ring dpd liverpool advise wrong place advise deliver show yet cancel hospital appointment dpd liverpool tell deliver today pm show onto bt cancel item plus products bt happen pick items depot time name drive marcus lose days sit around item never show upknow speak bt terminate product get proper delivery service nothing lot items deliver hermes without problems driver attempt ring sure know cost time cost bt everything bt go back company provide service provide headache customers post social media happen seek advise regard waste time numberof telephone call liverpool office await answer bt question ask bt go realise lose money waste ppls time,NEGATIVE,0.9994840621948242
66,South Elmsall,worst thing never experience past months nightmare company nearly get fire internet conection promise would minimum mbs mbs open complain one care say nothing charge things longer worst need broadband choose bt,NEGATIVE,0.9999834299087524
67,East Sussex,hard rate company offer blend incompetence dishonesty tell thing deliver date assure sorry useless point think would less effort job right,NEGATIVE,0.9566389322280884
68,Hastings,worst customer service ever experience make two complaints completely ignore set new bt broadband service weeks prior move date difficulty receive equipment wait service start date work phone help service hours talk different staff tell service cancel previous bt customer address refuse let take line bt inform get threaten letter tell return equipment would charge log complaint tell someine would call nobody call another hour phonecall second complaint result new service order tell need whole new set equipment send first lot back wait days connection tell would goodwill credit offer compensation dreadful service evidence service work contact complaintsdeamands send initial equipment back even though prepay envelope receive demand payment even though set direct debit initially complaint go ombudsman contract us never use bt warn worst customer service ever,NEGATIVE,0.9999616146087646
69,Wrexham,one star courtesy review site appal service fault still fix week report response wilo send engineer fix ince last engineer play game talk talk bad least pay less poor non service bt care,NEGATIVE,0.9965090155601501
70,High Wycombe,weeks count without broadband switch sky bt spend hours total hold phone absolutely terrible customer service feel like constantly fob lie phone,NEGATIVE,0.9999527931213379
71,London,go bt worst decision make disappoint strange thing disappoint twice one business broadband last one house poor support poor customer service big name clearly big scam,NEGATIVE,0.9998273849487305
72,london,even successfully deliver package address book halo july th never receive day royal mail say address wrong bt give wrong address contact bts customer support phone nearly twenty time everyone say help finally correctly change address supprizing continuely make mistake many time look realy care client enough bt never use,NEGATIVE,0.9918877482414246
73,Penzance,bt business almost year year long problems bt three months even sign eventually instal broadband connect line exchange broadband get either bt hotspot g dongle hours phone online chat discover mistake offer months without proper broadband bill leave bt soon contrack expire single day later,NEGATIVE,0.9993076324462891
74,Ormskirk,absolutely atrocious service internet offline month best days get download speed mbs upload speed mbs promise least mbs pay ridiculous amount broadband ridiculous charge amount someone get fibre optic broadband speed mbs x get openreach attempt fix internet weeks still work pole servicemaintenance since accord one engineer offer compensation per day internet back run might cover cost monthly broadband fee service pay require wifi netflix amazon prime alexa etc believe government target whole uk get minimum broadband speed mbs home clearly fail keep promise make things worse seem urgency reassurance actually try achieve target anytime soon dismiss possibility fibre optic area shame providers turn otherwise would years ago think use bt main provider urge research check providers first believe virgin box therefore offer different internet line home,NEGATIVE,0.9491034150123596
75,Kent,worst company ever deal issue broadband keep drop time day mbps speed partner work home find impossible however bt could send us engineer engineer visit hours call bt outcome leave free charge however compensation apply stress level deal company ever life point sleepless nights worry integrity job bt none,NEGATIVE,0.9981274008750916
76,WEST WICKHAM,engineer show activation send number morning contact reply call txt suppose come contact company arrange engineer visit say come round wait til pm nothing response txt call bt call even say need rearrange appointment much issue work take another day work self employ loss earn,NEGATIVE,0.999849796295166
77,London,bad customer service bt broadband sales credit check let know broadband installation house do three months ridiculous complete waste time,NEGATIVE,0.9999309778213501
78,Colchester,absolutely amaze many many years introduction bt fibre game changer download speed fast fact,POSITIVE,0.9985180497169495
79,Bristol,please avoid second experience bt years nothing change advertise better pay pm mb speed go mb since start contract months ago call support say get g hub help connexion never come apparently pay accessories get basic service already pay thank engineer come twice time conclusion cable erode ask change refuse say try something box outside obviously nothing happen wait rd round engineer still pay service work super please avoid get virgin bad,NEGATIVE,0.999813973903656
80,London,customer service excellent serve someone name sebastian really help ensure internet fix polite,POSITIVE,0.9733281135559082
81,Caerphilly,appointments attend delay office open weeks count first appointment book thursday th june engineer turn office due open th june could voip phone internet book appointment friday nd turn call morning th july look another appointment th july least two weeks people able work trust business update next available appointment th july days hopefully rd time lucky,POSITIVE,0.6722350120544434
82,Penkridge,wait months word describe bad company take money nearly lose job crook hell eat still business,NEGATIVE,0.9997683167457581
83,Mordoor,sneeze interupt signal weak,NEGATIVE,0.999951958656311
84,Colchester,stay well aware cost broadband terrible call customer service hold two hours tell want end contract move sky say ok fee pay fee days later want another pay send queen england door care broadband terrible always freeze tell everyone know never get one day hope company close,NEGATIVE,0.9997946619987488
85,Woking,absolutely terrible criminal customer care least dick turpin wear mask arrange house move internet since jun instead switch numerous phone call pass department department staff lie phone fob even huff call must disturb nothing whilst work home three weeks since switch broadband continue aviod explain issue say supplier issue tell stick contract fail even start service individual do would fraudster bt company fraudsters customers beware aviod bt bargepole acknowledge call three weeks maybe honest review may force review customer care policies,NEGATIVE,0.9999653100967407
86,Telford,able contact daytime hours yet always night internet go regular occurance unreliable often due service maintenance seem nights time call complain back customer spport aweful want know yt withoout internet night,NEGATIVE,0.9985499978065491
87,Scotland,would rate experience zero could order mid april mid june initial activation date cancel work need bt lie try fob complaint ongoing despite openreach survey plan visit twice complex engineer take line adjacent property engineer turn initial appointment fail actually take line property gross incompetence numerous call bt try get problem sort receive email sms say line activate ready use bt hope enjoy openreach bt close matter bt raise fault fault line even presumably charge line beyond gross incompetence unbelievable bt customer service worse useless,NEGATIVE,0.9995855689048767
89,London,bt reuse let leave without pay rest contract fee despite give service sign leave must pay adsl internet connection despite ridiculously slow upload download speed tolerate continually lose connection display dread yellow light router signal loss service repeatedly time day bt offer many workaround fix free phone data new routers x engineer visit etc need better connection become essential due large file uploaddownload work gb decide leave bt join virgin media cheaper impressively fast fibre broadband area bt claim loss internet connection technically drop service happen simply accompany landline fault explain matter source location problem matter receive service respond final word matter long debate endless transfer department department internet ever drop connection twice last year always provide otherwise problem landline cause problem internet connection end therefor continue provide broadband speed contractually agree upon end free leave without pay rest contract believe say matter provide end matter receive end receive repeat drop service care part servicenetwork break receive service pay want leave without charge bt refuse budge must pay leave broadband contract regularly interrupt fault accompany landline say except bt shame years loyalty treat like shame,NEGATIVE,0.9994713664054871
90,Chelmsford,bts service appal point fraudulent visit incompetent workmen case could complete work come also appointments cancel without notification months since start contract still full service pay customer service unhelpful care installation work concern payments lie cost service give incorrect information future increase believe knowingly defraud elderly users report bt ofcom,NEGATIVE,0.9981679916381836
91,Clacton,worst company ever costumer service agents rude liars upgrade permission recommend worst enemy,NEGATIVE,0.9999768733978271
92,CM1 2EH,join months ago st days join speed great nothing though new installation fibre plus send call techy tell broadband bounce wall pay service might get better word blackmail pay stop problems know leave really fin find bt insult obviously badly manage,NEGATIVE,0.980536699295044
93,Littleborough,advice commit year deal screw end cancel early even house move,NEGATIVE,0.9791536331176758
94,Telford,send bt woman phone yesterday horrible actually shout phone incredibly number believe do already treat stress acute depresion yesterday cut broadband tv use phone son work home stop work weeks ago phone talk bill tealised still pay landline package unlimited call etc state phone numerous time fact land phone want phone yet continue bill years man phone say best ge could refund send new hub still bill outstanding tell house go auction woukd clear bill soon yesterday phone clear bill lady say wifi still open close onowledge aeare change hub yesterday refund bill change pay outstanding bill lady put someone else tell cut would open new account years cause ill son able work without even contact vulnerable list aware do totally destroy carry wifi weeks come road send message help see response get bt years never know anything like one world leave communication warn contact send brand new hub set cut wifi completely say weeks minimum understand brand new hub place surely hard reconnect,NEGATIVE,0.9988896250724792
95,Bristol,fault service due initially broadband connect weeks purchase however first visit week one open reach could locate property decide grind work would need do dig bite path push go live date back weeks would leave without connection weeks would terminate contract virgin speak bt immediately dispatch g router cover time follow week open reach dig path necessary grind work speak bt bring forward go live date original agree date excellent service round,NEGATIVE,0.9649427533149719
96,North Tyneside,move bt elderly hardofhearing grandparent intend retain phone number happen whether misunderstand miscommunication make aware months later original number deprecate previous provider contact bt inquire happen outside period bt would allow us reclaim original number problem bt notify us change phone number do would able promptly rectify whatever issue lead retain original number would able reclaim original number within allow time period agents speak nothing helpful fault understand nothing help fail bts process result easily avoidable issue inconvenience elderly grandparent,NEGATIVE,0.9993665814399719
97,AL5,awful awful service bt engineer come house week ago set internet leave without connect us line problem give us idea would resolve endless call bt organise another engineer come today show think essential service provide,NEGATIVE,0.9998644590377808
98,Chelmsford,absolutely disgust bt mother switch ee bt tell would straightforward process take couple weeks months still get broadband despite visit number incompetent workmen case skill equiptment complete work come bt still charge take mins reach bt complain bts fraudulent abuse nothing short criminal,NEGATIVE,0.999915599822998
99,Thetford,poor never use yrs go fiber yrs ago since hell service drop least time day wrong engineer send ask reduction bill cos poor service pay per month switch vodafone guess call offer match price answer get lose ask age ago reduction ur bad service rather give money someone else way pm vodafone call might get problems least pay top price please please stay away bt,NEGATIVE,0.9999282360076904
100,Cardiff,even think join bt shock customer service stay well clear,POSITIVE,0.9239715933799744
101,Northumberland,worst company ever deal let pr fool systems seem design draw custom take whatever subversive distract downright dishonest practice onto seventh account number even repeatedly rebuff request escalate complaint instead advise ofcom would conclude outrage remain since first engage november patient diligent hours phone call fail resolve,NEGATIVE,0.999991774559021
103,Chelmsford,new customer st days brilliant drop time come back call everyday advertise current systems cope current flow surprisingly tell customer service fault use alexa yes bt one use wifi devices actually use email internet service still cash money congest yet still choose float cable tree wind rain oh dear still extremely slow dry sunny obvious ombudsmen work,POSITIVE,0.6326305866241455
104,Northamptonshire,bt amaze get fiber package halo get amaze speed anything go wrong quite good help also get bt mobile discount halo broadband definitely would recommend,POSITIVE,0.8205177783966064
105,Brighton,unreliable internet connection router drop connection multiple time day engineer check everything still fail yet countless advert boast good internet lie,NEGATIVE,0.9992995262145996
107,Birmingham,due service instal property appointment window options pm incredibly inconvenient school dropoffpickup help make many arrangements accommodate bombard email texts tell make sure morning give name engineer mobile number nothing happen noone turn noone answer texts call spend almost hour phone tell might resources time issue engineer submit note even would come back arrange new appointment spend hour phone range departments different people one gem want keep pass around hold would bite windup proceed put onto different kind caller queue never come utterly unbelievable atrocious organisation service ever experience apparently approach palm holdnew caller queue could notwould deal problem calltime target hit completely understand operators try best job clearly policies systems place bt customer service dysfunctional,NEGATIVE,0.9640762805938721
108,Bathgate,speed problem signal sky mean could watch disney advive drill wall cupboard box put shelf live room box could closer eh even though box foot away sky box behind plasterboard wall also signal phone would drop say many devices must issue sky box phone tablet change sky internet problems solve never return,NEGATIVE,0.9988119602203369
109,London W2,bt many years use best service past years decline lot price fiber manage worse normal instability central london area insane also charge something try dispute report make default couple months credit report blackmail pay even extra fee default remove pay refuse remove bt quality awful nowadays overprice act bad faith stay clear days many amaze company offer service happy nowtv broadband own sky despite even need tv package,NEGATIVE,0.9956862926483154
110,Wirral,absolute joke company wait fibre installation lose days pay work open reach turn provide lads correct cable fit job seem shortage cable cancel contract claim lose earn bt get shut open reach sort equipment,NEGATIVE,0.9995740056037903
111,Bristol,absolute rubbish guarantee good wifi pound cash back take hr mins download drama try download,NEGATIVE,0.999988317489624
112,Paisley,unfortunately get phone tv broadband bt couple weeks tv fail callbacks buy package months months later rise constant crash go offline offer fast broadband mbps get offer tell bt watch tv call anyone tv go online join end jan painful bad experience also website upload videos youtube site use take mins average old supplier bt hours mean sit tv phone recently learn faster broadband connection tell recently take upgrade today nd may bt cancel upgrade due technical issue back square one response offer buy unfortunately another years pain bt finally leave go bt ps broadband speed reliability would give zero star rather star give,NEGATIVE,0.9997978806495667
113,Stroud,bt one month worst experience deal incompetence settle adsl initially fibre available even though cabinet support due limit capacity wait nearly weeks openreach engineer bt claim line go property even though previous occupants fibre bt unsurprisingly engineer inform us already line go property interim missold halo hub get us online broadband activate however connection unreliable due ees coverage area consistently drop ask cancel tell would cancel whole order risk another week wait openreach engineer advise wait order complete cancel finally get online tell could cancel halo past cooloff period even though would specifically ask make note originally request cancellation fibre available us however claim upgrade fibre fibre halo inflate cost currently contract even though fibre available new customers reduce cost raise complaint tell would get callback occasion never contact bt claim complaints handle rd party employ bt control get touch still closer receive service require bt confidence ever receive,NEGATIVE,0.9998902082443237
114,London,join bt march say unimpressed understatement th april manage bill nearly time increase monthly plan something government increasei live bedroom flat wifi work front bedroom talk talk years never issue price otherwise advice stay well clear bt broadband,NEGATIVE,0.9803047776222229
115,Ig6 3uf,bad choice bt business broadband use years promise start cancel contract bt years cancel contract receive letter please use rubbish company waste money recommend,NEGATIVE,0.9997949004173279
116,Cheshire,dreadful service installation avoid cost agree date installation engineer visit leave without anything call engineer mobile answer exist broadband turn call bt find happen minute wait telephone speak someone say would call back answer call back another minute wait speak someone say would another two weeks engineer could visit resolution get broadband connection would post dongle believe see use bt dreadful,NEGATIVE,0.9999614953994751
117,Derbyshire,send three discs help get broadband throughout house fail ask return discs fail send return label remind fail send back time would charge ring bt yet ask send return label would think would simple task week later still wait abysmal service one get bt shame bt,NEGATIVE,0.9995540976524353
